Temperature,Precipitation,CO2 Levels,Crop Yield,Soil Health,Extreme Weather Events,Crop Disease Incidence,Water Availability,Food Security,Economic Impact
0.728960014,-1.305356142,1.068129804,-0.239774286,1.224125588,Flood,High,Medium,Medium,Medium
-0.679204855,-0.734965333,0.36791196,-0.972559678,0.521211096,Flood,Low,High,Low,Medium
-1.215648615,1.043311894,-0.822458374,1.59410748,0.16975385,Storm,High,High,High,Medium
-0.545093916,-0.869174936,-1.715236124,-0.604248696,0.872668342,Flood,Medium,High,High,Low
-1.685036905,-1.607327747,0.577977314,1.214286779,-0.533160642,Storm,Medium,High,Medium,High
0.460738134,-1.13759414,-1.610203448,-0.853625923,0.872668342,Heatwave,Low,High,Low,High
1.533625654,-1.406013344,-0.769942035,1.087679879,1.575582835,Heatwave,High,Medium,Low,Low
-0.075705626,-0.466546129,0.612988206,0.132373269,0.521211096,Flood,Medium,Low,Low,Medium
0.594849074,-1.13759414,1.645809525,0.082497823,-1.236075135,Storm,High,Low,Medium,High
1.332459244,1.378835899,0.928086235,1.682348653,0.872668342,Heatwave,Medium,High,Medium,Low
-1.483870495,0.238054282,0.823053559,1.202777061,0.872668342,Flood,Medium,Medium,High,Low
1.533625654,0.77489269,-0.507360344,1.686185226,-0.533160642,Flood,Low,Medium,High,Medium
0.058405314,-0.567203331,1.278195157,0.193758433,1.224125588,Heatwave,Medium,Medium,Low,Low
1.064237364,-0.466546129,-1.032523727,-1.413765542,-1.236075135,Heatwave,Medium,High,High,High
-0.343927506,-0.734965333,0.350406514,0.343384769,-0.533160642,Flood,Low,Low,High,Low
-0.276872036,-1.372460943,1.470755064,-1.08765686,1.575582835,Heatwave,Medium,High,Medium,Medium
1.600681124,-0.869174936,-0.787447481,1.01862157,-1.236075135,Drought,High,Low,Low,High
1.399514714,-1.473118145,-1.470159879,-1.317851224,-0.181703396,Storm,Medium,High,Medium,Medium
-1.617981435,0.003187478,0.823053559,-0.117003959,-1.587532381,Storm,Low,Low,Low,Low
1.533625654,-0.265231726,-0.944996496,1.375422834,-0.533160642,Heatwave,High,Medium,Medium,High
0.058405314,-1.506670545,-0.944996496,1.333220534,0.521211096,Flood,High,Medium,High,Low
0.930126424,-1.070489339,-0.489854898,1.409951989,0.521211096,Flood,Medium,High,Medium,High
-1.349759555,-0.097469724,0.070319377,0.97641927,-0.181703396,Drought,Low,Medium,High,Low
0.594849074,0.070292279,-0.664909359,0.032622378,-1.236075135,Heatwave,Low,High,Low,High
-0.343927506,0.10384468,-1.015018281,-0.38556405,-0.884617889,Storm,Low,High,High,Medium
-1.148593145,-0.164574525,-1.435148987,0.032622378,-0.181703396,Heatwave,Low,Medium,Low,High
-0.679204855,-0.50009853,1.155657034,-0.872808787,-1.236075135,Flood,Medium,Medium,Low,Low
1.399514714,1.647255104,1.138151588,-1.321687797,1.224125588,Drought,High,Low,Medium,High
1.466570184,0.204501881,1.383227834,1.597944053,0.521211096,Flood,High,Medium,Low,Medium
1.131292834,0.003187478,0.980602574,0.608108288,1.575582835,Flood,Medium,Medium,Low,Medium
-0.209816566,-1.372460943,0.805548113,-1.337034087,0.872668342,Storm,Medium,Medium,High,High
-0.746260325,-1.070489339,-0.734931143,0.431625942,1.224125588,Heatwave,Medium,Low,Medium,Low
0.326627194,0.909102292,-0.629898467,1.348566825,0.521211096,Flood,Low,Medium,Low,Medium
-1.416815025,-1.003384538,0.577977314,0.047968669,-0.533160642,Heatwave,Low,Low,Medium,High
1.399514714,0.674235488,-1.680225232,1.01862157,0.872668342,Flood,Medium,High,Medium,High
-0.679204855,-0.701412933,-0.472349452,0.742388333,-0.884617889,Drought,Low,High,High,Medium
0.259571724,-1.305356142,1.313206049,-0.186062268,-1.236075135,Flood,Low,High,Low,High
0.796015484,-0.869174936,-0.20976776,-1.632450188,1.224125588,Flood,High,Low,High,High
-1.014482205,-0.53365093,-0.594887574,-0.067128513,1.575582835,Flood,High,High,Medium,High
0.259571724,1.4123883,0.525460975,1.195103916,1.224125588,Storm,Low,High,Medium,Low
-0.478038446,1.076864295,-1.137556403,0.531376833,-1.587532381,Drought,Low,Low,High,Medium
0.728960014,0.070292279,-1.137556403,-1.229610051,0.872668342,Flood,High,High,Low,Low
-0.008650156,-1.003384538,0.788042667,0.669493451,-0.884617889,Storm,High,High,Low,High
0.393682664,-1.104041739,-1.767752462,1.693858371,0.521211096,Flood,Low,Medium,Low,Medium
-1.349759555,-1.305356142,0.507955529,0.63880087,-1.587532381,Heatwave,Low,Low,Medium,Low
-1.349759555,0.674235488,0.99810802,-1.221936905,0.521211096,Heatwave,High,Medium,Medium,High
0.796015484,-0.164574525,1.593293187,0.120863551,-1.587532381,Heatwave,High,High,Medium,High
-0.008650156,0.540025886,1.068129804,1.279508516,-0.533160642,Storm,Medium,High,High,Low
0.661904544,1.445940701,1.295700603,0.746224906,0.16975385,Storm,Medium,Medium,Low,Low
-1.483870495,-0.466546129,-0.332305883,-0.984069396,-0.884617889,Drought,High,Low,High,High
1.064237364,-0.835622535,0.175352053,1.14522847,-1.587532381,Storm,High,High,High,Low
0.930126424,1.479493101,0.910580789,-1.275648924,0.872668342,Drought,High,High,Medium,Low
0.796015484,0.204501881,-1.435148987,0.822956361,-1.236075135,Storm,Medium,Low,High,High
-0.679204855,1.143969096,1.120646142,0.845975797,1.575582835,Heatwave,Medium,Low,Medium,Medium
-1.349759555,1.546597902,0.1928575,-1.145205451,-1.587532381,Drought,High,Medium,High,Medium
-0.813315795,-1.607327747,-1.540181663,0.719368897,-0.884617889,Drought,Low,High,High,High
-1.685036905,0.674235488,0.980602574,-1.38307296,0.16975385,Storm,Medium,Medium,Low,Low
0.930126424,-1.17114654,0.840559005,1.713041235,-1.236075135,Flood,Medium,Low,High,Low
-0.746260325,-0.399441328,-0.92749105,-0.454622359,0.16975385,Flood,Medium,Medium,Low,Low
0.259571724,-0.768517734,1.558282295,0.140046414,-0.181703396,Storm,Medium,High,Low,Medium
-0.478038446,1.445940701,-1.207578188,-1.29866836,0.872668342,Storm,High,Low,High,High
0.997181894,-1.338908543,-0.542371236,0.255143596,-1.587532381,Storm,Low,High,Low,Medium
-0.343927506,0.271606682,0.68300999,1.693858371,0.16975385,Storm,Low,Medium,Low,High
1.332459244,1.244626297,-1.032523727,0.899687815,-1.236075135,Heatwave,Medium,Medium,Low,High
-0.947426735,0.439368685,-0.664909359,-0.151533113,-0.884617889,Storm,Low,Medium,Low,High
-1.215648615,-1.238251341,-1.522676217,1.352403398,-1.587532381,Storm,High,Medium,High,Medium
-0.679204855,0.808445091,-1.295105418,1.053150725,-0.533160642,Flood,High,Low,Low,Medium
1.332459244,0.238054282,0.945591681,-0.001906777,-1.587532381,Heatwave,Medium,Low,Medium,Low
-1.282704085,-0.399441328,-0.612393021,0.159229278,0.16975385,Drought,Medium,High,Low,High
-1.685036905,1.278178698,-1.400138095,1.394605698,0.521211096,Flood,Medium,Medium,High,Low
0.259571724,-0.701412933,0.945591681,-1.244956342,0.16975385,Heatwave,Medium,Low,High,Low
1.466570184,-1.406013344,-0.997512834,0.826792934,0.16975385,Flood,Low,Low,Low,High
1.131292834,0.875549892,0.157846607,0.512193969,0.16975385,Flood,Medium,High,Medium,High
0.058405314,0.506473486,-0.699920251,-1.229610051,0.16975385,Storm,Low,Low,Medium,Medium
0.058405314,-0.131022124,1.295700603,1.218123352,-0.181703396,Heatwave,High,High,High,High
1.332459244,1.546597902,-0.822458374,1.624800062,0.16975385,Flood,Medium,Low,Medium,High
-1.550925965,-1.104041739,0.350406514,0.212941296,-1.587532381,Drought,High,High,Low,Low
-0.343927506,1.546597902,1.453249618,-0.976396251,-1.236075135,Drought,Medium,Medium,High,Medium
-1.215648615,1.076864295,-1.767752462,0.822956361,-1.236075135,Drought,Low,Medium,High,Low
0.527793604,-1.271803742,-0.227273207,0.255143596,-0.884617889,Heatwave,Low,High,Medium,Low
1.198348304,-0.634308132,0.297890176,-1.149042024,0.521211096,Storm,High,Low,Low,Low
-0.813315795,1.378835899,0.490450083,-0.051782222,-0.533160642,Drought,Medium,High,Low,High
-1.148593145,-1.271803742,0.035308485,-0.611921841,1.224125588,Drought,Low,Low,Low,Low
0.594849074,1.278178698,-0.822458374,-1.525026151,0.872668342,Heatwave,Medium,Medium,Low,Medium
0.997181894,-0.399441328,-0.874974712,0.907360961,0.872668342,Heatwave,High,Medium,Low,Low
-1.282704085,-0.701412933,1.103140696,-0.070965086,-0.181703396,Drought,Medium,Medium,Low,Medium
-0.813315795,0.674235488,-0.489854898,1.390769125,-1.236075135,Storm,Low,Medium,High,Low
1.265403774,0.238054282,-0.297294991,0.404769933,0.872668342,Heatwave,Medium,Medium,High,Medium
-0.612149386,0.607130687,0.070319377,-0.381727477,0.872668342,Storm,Medium,High,Medium,Low
0.125460784,1.311731098,0.647999098,1.375422834,0.872668342,Flood,Medium,Low,Medium,Low
-0.813315795,-0.902727336,-1.522676217,1.455990862,0.872668342,Drought,High,Medium,High,High
-1.282704085,-0.600755731,-0.594887574,-1.53653587,-1.236075135,Heatwave,High,High,Medium,Medium
1.600681124,-0.701412933,-0.297294991,-0.358708041,0.521211096,Drought,High,Low,Medium,Medium
0.460738134,1.580150303,0.577977314,-0.393237195,1.224125588,Heatwave,Low,High,High,Low
0.259571724,-0.131022124,0.788042667,0.193758433,0.16975385,Storm,Low,Low,Low,High
0.326627194,0.77489269,0.052813931,-1.429111833,-0.884617889,Storm,Low,Low,High,Low
0.661904544,1.076864295,1.435744172,0.926543825,-0.181703396,Storm,Low,High,Low,Low
-1.416815025,-1.439565744,1.453249618,-0.239774286,0.16975385,Drought,High,Low,High,Low
-1.014482205,1.580150303,0.315395622,1.643982925,1.224125588,Flood,Low,High,Low,Low
1.265403774,-0.634308132,-1.610203448,0.930380397,-0.181703396,Flood,Medium,Low,High,High
0.460738134,-0.432993729,-0.12224053,-0.251284004,-0.181703396,Heatwave,Medium,Low,High,Medium
-1.416815025,1.445940701,-0.682414805,0.339548197,1.224125588,Heatwave,Medium,High,Medium,Medium
0.393682664,0.74134029,1.120646142,-0.170715977,0.521211096,Drought,Low,High,Medium,Medium
1.533625654,-1.473118145,1.715831309,-1.398419251,0.16975385,Drought,Medium,Low,Low,High
0.393682664,-1.473118145,1.138151588,0.784590633,0.872668342,Storm,Low,Low,Low,High
-0.679204855,-0.298784127,1.663314971,0.562069415,-0.884617889,Heatwave,Medium,Medium,Medium,Medium
-1.215648615,1.613702703,-0.980007388,0.796100352,-1.236075135,Flood,Low,High,Medium,High
0.863070954,-0.399441328,0.175352053,-1.068473996,-0.181703396,Drought,Low,Medium,Medium,Low
-1.617981435,-1.607327747,-0.944996496,1.429134852,-1.236075135,Flood,Low,High,High,Low
1.198348304,1.647255104,0.1928575,0.31652876,-0.884617889,Flood,High,Low,High,Medium
-1.483870495,-1.607327747,1.435744172,-0.646450996,-1.236075135,Storm,High,High,Medium,High
1.198348304,-0.936279737,-0.314800437,0.301182469,-1.587532381,Heatwave,Medium,Medium,Low,Low
-0.880371265,-0.231679326,-1.015018281,1.670838935,-0.533160642,Drought,Low,Low,High,Low
-0.478038446,0.875549892,-0.874974712,-1.682325633,0.521211096,Flood,High,Medium,High,Low
1.131292834,1.546597902,-1.050029173,-0.59657555,-0.533160642,Storm,Low,High,Medium,High
-0.209816566,-0.365888928,-1.137556403,-1.379236388,0.16975385,Drought,Medium,High,Low,Medium
0.527793604,-1.070489339,1.068129804,-0.293486304,-0.181703396,Heatwave,Medium,Medium,Low,Low
-0.679204855,-1.305356142,-1.73274157,-1.152878596,1.224125588,Flood,Low,Medium,Low,High
0.259571724,0.472921085,-0.752436589,0.984092416,-1.587532381,Flood,High,Low,High,Low
-0.075705626,-1.204698941,0.472944637,0.005766369,-0.533160642,Heatwave,High,Low,High,Medium
-0.612149386,-0.600755731,-0.489854898,1.379259407,-0.884617889,Drought,Low,High,Medium,Low
-0.880371265,1.680807504,0.823053559,1.279508516,0.16975385,Flood,High,Medium,Low,High
-0.612149386,0.707787889,0.105330269,0.539049979,0.872668342,Storm,Low,Medium,High,High
-0.679204855,0.909102292,0.99810802,-0.001906777,-0.181703396,Drought,Low,Low,Medium,Medium
1.533625654,1.613702703,-1.750247016,0.339548197,-0.181703396,Flood,Medium,Medium,Low,Medium
-1.617981435,0.506473486,-1.225083634,0.209104724,-0.181703396,Flood,Low,Medium,Medium,Low
-1.215648615,0.472921085,0.980602574,1.030131288,-0.884617889,Flood,Medium,High,Low,Medium
0.796015484,-1.104041739,-1.050029173,-0.865135641,-1.236075135,Heatwave,Low,Medium,Medium,High
-1.148593145,-1.104041739,1.663314971,-0.677143578,-1.587532381,Flood,High,High,High,Medium
0.393682664,-0.567203331,1.033118912,1.50970288,1.575582835,Heatwave,Medium,Medium,Medium,Low
-0.679204855,-0.869174936,-0.542371236,0.581252279,-1.236075135,Heatwave,Low,Low,Low,Low
1.131292834,-0.969832137,0.227868392,-1.08765686,0.872668342,Drought,Low,Medium,High,Medium
1.533625654,0.573578287,-0.664909359,0.796100352,0.872668342,Storm,Low,High,Medium,Low
-1.550925965,1.580150303,-1.557687109,-0.005743349,0.872668342,Heatwave,High,Low,Low,Low
0.661904544,-0.734965333,-1.120050957,1.398442271,0.16975385,Storm,Low,Low,Medium,High
-0.679204855,1.680807504,1.208173373,-1.50967986,0.872668342,Drought,Medium,Low,High,Low
0.326627194,1.076864295,0.963097127,1.283345089,-0.181703396,Flood,Low,Medium,Low,High
-1.349759555,1.244626297,0.437933745,0.182248714,0.16975385,Heatwave,Low,Low,Medium,High
1.600681124,1.278178698,-1.295105418,-0.696326441,-0.884617889,Storm,Medium,Medium,High,High
1.667736594,-1.338908543,1.40073328,-0.853625923,1.575582835,Flood,Medium,Medium,High,Medium
-1.617981435,-0.332336527,-0.104735084,-0.074801659,0.16975385,Storm,Medium,Medium,Medium,Low
0.125460784,-1.238251341,-0.384822221,1.690021798,-1.236075135,Flood,Low,High,Low,Medium
1.533625654,0.909102292,-1.697730678,-0.991742542,0.16975385,Flood,Medium,High,Low,Low
-1.617981435,-0.902727336,-1.137556403,0.163065851,0.521211096,Flood,Medium,High,Low,Low
1.533625654,1.043311894,-0.647403913,0.009602942,-1.587532381,Storm,High,Medium,Medium,Medium
-1.014482205,1.378835899,1.680820417,-0.987905969,0.521211096,Heatwave,Medium,High,Medium,Low
1.198348304,-0.231679326,-1.295105418,1.605617198,0.521211096,Storm,High,High,Low,High
0.192516254,1.680807504,-0.052218746,-0.473805223,-0.181703396,Storm,High,Medium,Medium,Medium
0.460738134,0.439368685,-1.382632648,1.01862157,0.521211096,Flood,Low,Low,Medium,High
-0.075705626,1.076864295,-0.244778653,-0.546700105,1.224125588,Drought,Low,Low,Low,Low
-0.410982976,1.4123883,-0.857469266,-0.995579114,-0.181703396,Heatwave,High,High,Low,Low
-1.550925965,-0.131022124,1.365722388,-0.166879404,1.575582835,Heatwave,Low,High,High,High
-0.679204855,1.546597902,-0.20976776,-1.221936905,1.224125588,Storm,Medium,Low,High,Low
-1.014482205,-0.869174936,0.122835715,0.619618006,0.521211096,Storm,Medium,High,Low,High
0.661904544,-0.097469724,-0.507360344,-1.563391879,1.224125588,Drought,High,High,High,High
0.326627194,0.640683088,-1.207578188,-0.040272504,-0.181703396,Flood,High,Low,High,Medium
0.192516254,1.580150303,1.068129804,0.23212416,-1.587532381,Drought,High,Low,High,Low
-0.343927506,-0.936279737,-1.067534619,-1.429111833,-1.236075135,Flood,Low,Medium,Low,Low
0.997181894,-1.13759414,-0.594887574,0.082497823,-1.587532381,Heatwave,Medium,Medium,Low,High
1.332459244,1.043311894,0.945591681,-1.521189579,0.16975385,Heatwave,High,Low,High,High
-0.880371265,-0.567203331,1.015613466,-0.84978935,1.575582835,Flood,Medium,High,Medium,High
-1.349759555,0.74134029,-0.822458374,1.056987297,1.575582835,Drought,Medium,Medium,Medium,Medium
-0.075705626,1.546597902,0.665504544,-1.609430751,0.872668342,Flood,Low,Medium,High,High
0.930126424,-1.573775346,-1.24258908,-0.700163014,0.521211096,Heatwave,Low,High,High,High
-0.008650156,-0.131022124,1.155657034,1.18743077,-0.533160642,Storm,Low,High,Medium,High
0.259571724,0.74134029,-1.277599972,-0.178389122,1.224125588,Heatwave,High,Medium,High,Medium
-1.215648615,-0.734965333,1.225678819,-0.46996865,-0.533160642,Flood,Low,Medium,Low,High
0.125460784,1.580150303,-0.52486579,-0.59657555,0.16975385,Drought,Low,Medium,High,Medium
-0.612149386,0.808445091,-1.382632648,-0.535190386,0.521211096,Flood,Low,Low,Low,Medium
-1.550925965,0.003187478,-1.680225232,-1.38307296,1.224125588,Storm,High,Low,High,Medium
-0.343927506,0.506473486,0.928086235,-1.559555306,-0.181703396,Heatwave,Medium,High,Low,High
0.594849074,0.13739708,0.665504544,0.853648943,0.872668342,Drought,High,Medium,Low,High
-1.685036905,1.110416695,-1.697730678,1.363913116,-0.181703396,Drought,Low,Low,Low,High
0.796015484,-0.969832137,-1.260094526,-1.53653587,0.16975385,Storm,Medium,Low,Medium,High
1.533625654,-0.030364922,-0.892480158,-0.163042831,0.521211096,Drought,Medium,High,Medium,Low
1.466570184,-0.399441328,0.245373838,-1.221936905,-0.533160642,Flood,Low,Medium,Medium,Medium
1.131292834,1.613702703,-0.752436589,1.221959925,-1.236075135,Heatwave,Low,High,Medium,Low
-1.617981435,0.372263884,0.963097127,-0.13235025,0.16975385,Storm,Low,Low,Medium,Medium
-1.550925965,0.506473486,0.665504544,1.149065043,-1.236075135,Storm,Medium,High,High,High
-0.209816566,-1.13759414,0.28038473,1.663165789,-1.587532381,Heatwave,Medium,Medium,High,Low
0.326627194,1.211073897,1.435744172,1.379259407,1.575582835,Heatwave,Low,Low,Low,Low
0.930126424,-1.104041739,-1.417643541,-1.076147142,-1.236075135,Storm,Medium,Medium,Medium,Medium
0.527793604,0.405816284,-1.470159879,1.597944053,-1.587532381,Flood,Low,High,High,High
0.326627194,0.707787889,-0.052218746,-1.647796479,-0.533160642,Heatwave,High,High,Low,Low
-0.075705626,1.311731098,1.663314971,0.067151533,-0.181703396,Heatwave,High,Low,Medium,Low
1.466570184,0.003187478,0.945591681,0.431625942,-1.236075135,Flood,High,High,High,Medium
-0.880371265,1.714359905,-0.629898467,1.490520016,1.224125588,Drought,Low,Low,Low,Low
1.533625654,0.540025886,-1.610203448,-1.076147142,1.224125588,Heatwave,Medium,Medium,High,High
1.265403774,0.439368685,-1.522676217,0.305019042,-1.236075135,Heatwave,High,High,Low,Medium
0.259571724,-1.271803742,-0.83996382,-0.742365314,1.575582835,Storm,Medium,High,Medium,Medium
0.930126424,-0.869174936,1.348216941,-1.026271696,-1.236075135,Storm,Low,High,High,Low
1.399514714,0.10384468,0.59548276,0.661820306,-1.236075135,Drought,High,High,Low,Low
1.064237364,-1.607327747,-0.157251422,-0.496824659,1.224125588,Heatwave,Low,Medium,Low,High
-1.617981435,-1.540222946,1.715831309,1.064660443,1.575582835,Flood,Low,Low,High,High
0.997181894,-1.406013344,-0.647403913,-1.697671924,-0.884617889,Flood,Medium,Medium,Low,High
-0.075705626,-0.768517734,1.40073328,1.536558889,1.224125588,Flood,High,Medium,Medium,Medium
0.058405314,-0.265231726,0.99810802,-1.149042024,0.521211096,Storm,Low,Medium,Medium,High
1.600681124,0.77489269,1.523271402,-1.218100333,1.224125588,Drought,Low,Medium,High,Low
0.393682664,0.540025886,1.645809525,-0.865135641,0.16975385,Storm,High,High,High,Low
-0.880371265,1.546597902,-1.347621756,1.409951989,-0.533160642,Drought,Low,Low,Low,Low
-1.416815025,-1.271803742,1.628304079,0.565905988,1.224125588,Heatwave,Low,Medium,Medium,High
0.125460784,0.808445091,-0.699920251,-0.38556405,-0.884617889,Storm,Medium,Low,Medium,High
-1.215648615,0.707787889,1.593293187,1.283345089,1.575582835,Storm,Medium,High,Low,High
-0.276872036,1.043311894,0.157846607,0.408606506,0.521211096,Flood,High,High,Medium,Medium
0.594849074,1.043311894,1.103140696,-0.312669168,-0.181703396,Storm,Medium,Medium,Medium,Medium
-1.081537675,-1.13759414,1.680820417,-0.684816723,-0.181703396,Flood,High,High,Medium,Low
-1.483870495,-0.063917323,1.225678819,1.713041235,0.521211096,Storm,Medium,High,High,Medium
1.533625654,1.345283499,-1.33011631,-0.30115945,-1.236075135,Heatwave,Low,High,Medium,High
0.125460784,0.607130687,0.140341161,-0.792240759,-1.587532381,Flood,Medium,Medium,High,High
0.058405314,-0.53365093,-0.83996382,1.597944053,0.521211096,Flood,High,Medium,Medium,Medium
1.265403774,-1.070489339,1.418238726,1.164411334,1.224125588,Storm,High,High,Low,Medium
-0.209816566,-0.567203331,1.698325863,1.329383961,1.575582835,Heatwave,Medium,Medium,Low,High
-0.813315795,1.143969096,-0.559876682,-0.980232823,-0.533160642,Heatwave,Low,Medium,High,Medium
-1.014482205,-0.131022124,1.348216941,0.738551761,-1.236075135,Flood,Medium,Low,Low,Medium
-1.282704085,0.573578287,1.558282295,1.037804434,1.575582835,Storm,Low,High,Low,Low
1.131292834,-0.365888928,0.315395622,1.106862743,-1.236075135,Storm,High,Medium,Medium,Low
1.466570184,-1.271803742,-1.172567295,-0.776894469,-0.533160642,Heatwave,High,Medium,High,Medium
1.533625654,0.305159083,-0.314800437,-0.819096769,0.521211096,Storm,Low,Low,High,Medium
-1.215648615,0.707787889,-0.0347133,-0.72318245,0.521211096,Flood,High,Medium,Medium,Medium
1.198348304,-1.305356142,-1.190072741,-1.156715169,0.872668342,Storm,Medium,Medium,Medium,Low
1.399514714,0.271606682,0.665504544,1.279508516,-0.884617889,Storm,Low,Medium,Medium,Low
0.125460784,-0.265231726,0.315395622,-1.314014651,-0.884617889,Storm,Low,High,High,Low
1.265403774,-0.131022124,1.418238726,0.784590633,-0.533160642,Storm,Low,Medium,Low,Medium
0.259571724,-1.473118145,-0.314800437,1.674675507,-0.884617889,Flood,High,Low,Medium,High
-0.612149386,-0.399441328,0.788042667,1.099189597,0.16975385,Flood,High,Low,Low,Low
-0.545093916,-1.271803742,-0.472349452,1.179757625,0.16975385,Storm,High,Medium,Medium,Low
0.259571724,0.607130687,0.788042667,-1.206590615,-0.884617889,Flood,Low,High,Medium,High
0.527793604,-0.298784127,1.015613466,0.331875051,0.16975385,Storm,High,High,Medium,Low
1.667736594,-1.305356142,-0.104735084,1.06082387,1.224125588,Storm,Low,Low,Medium,Low
-0.209816566,-0.365888928,-0.454844006,1.06082387,0.521211096,Storm,Low,Low,Medium,Low
-0.142761096,-1.13759414,-0.454844006,-1.306341506,-1.587532381,Storm,Low,High,Low,Medium
-1.148593145,0.238054282,1.330711495,-0.059455368,-0.884617889,Heatwave,High,High,High,High
0.393682664,-1.13759414,0.035308485,-0.727019023,1.575582835,Flood,Medium,Low,High,Medium
-0.679204855,0.070292279,0.99810802,-0.059455368,0.521211096,Drought,High,High,Low,Low
1.064237364,1.211073897,0.507955529,1.628636635,1.575582835,Flood,High,High,Low,Medium
0.058405314,-0.734965333,-0.454844006,-1.452131269,0.872668342,Flood,Medium,Medium,Low,High
-0.947426735,-1.607327747,1.243184265,-0.865135641,-0.884617889,Storm,Medium,High,Medium,High
-1.215648615,-1.338908543,-0.402327667,-0.21675485,1.575582835,Drought,Low,Medium,Low,Low
-1.685036905,-0.53365093,0.402922853,-1.440621551,0.872668342,Heatwave,High,High,Low,Medium
-1.416815025,-0.466546129,0.262879284,0.151556133,0.16975385,Heatwave,Medium,Low,High,Low
-0.746260325,0.976207093,-0.559876682,-0.209081704,-1.236075135,Heatwave,Low,Medium,Low,High
-0.008650156,1.680807504,0.99810802,-0.592738977,-1.236075135,Heatwave,High,Medium,Medium,High
-1.282704085,-0.869174936,-0.227273207,-1.655469624,1.224125588,Heatwave,High,Medium,Medium,Medium
-1.215648615,-0.969832137,-0.174756868,-1.083820287,1.224125588,Heatwave,Low,Medium,High,High
0.058405314,0.640683088,0.332901068,-0.76538475,-0.884617889,Heatwave,High,Medium,Medium,Low
1.332459244,-1.204698941,0.140341161,0.044132096,-0.884617889,Storm,High,High,Low,High
1.332459244,0.10384468,0.963097127,-0.473805223,0.521211096,Flood,Low,High,Low,Medium
-1.685036905,-1.406013344,0.735526328,0.581252279,0.521211096,Heatwave,High,Low,Low,High
0.460738134,0.238054282,0.700515436,0.63880087,0.521211096,Drought,Medium,High,High,High
0.661904544,-0.399441328,-1.260094526,-1.183571178,-1.587532381,Flood,Medium,Medium,High,High
0.192516254,1.747912305,-0.92749105,1.314037671,-0.181703396,Storm,Low,High,Medium,Medium
1.131292834,-0.869174936,0.770537221,-1.030108269,-1.587532381,Drought,Medium,High,Medium,Low
-1.148593145,0.10384468,-0.174756868,-1.183571178,-0.884617889,Drought,Low,High,Low,Low
1.064237364,0.674235488,-0.804952928,-0.143859968,-1.587532381,Drought,Medium,Medium,Medium,Low
-1.685036905,1.647255104,1.575787741,1.398442271,-1.587532381,Storm,Medium,High,Medium,High
-1.215648615,1.714359905,-0.769942035,-1.302504933,-1.587532381,Drought,High,High,Low,High
1.466570184,-0.969832137,-1.662719786,-0.055618795,0.872668342,Drought,High,Low,High,Medium
-0.410982976,-1.540222946,-1.785257909,1.697694944,1.224125588,Storm,High,Medium,High,Low
-0.947426735,1.177521496,0.665504544,0.55439627,-0.181703396,Drought,Low,Medium,Low,High
-0.142761096,0.841997491,-0.769942035,-0.416256632,1.575582835,Drought,Low,High,Low,Low
0.796015484,-0.902727336,-1.155061849,1.548068607,-0.533160642,Drought,Low,Low,High,Medium
0.393682664,-1.305356142,-0.664909359,0.18992186,0.872668342,Flood,High,Low,Medium,Low
0.863070954,-1.036936938,0.140341161,1.053150725,0.16975385,Flood,Low,Medium,High,Low
1.667736594,1.211073897,1.610798633,1.540395462,-0.884617889,Drought,Low,High,High,High
0.058405314,-0.701412933,-1.73274157,-0.46996865,-0.884617889,Heatwave,Low,Low,Low,High
0.661904544,0.10384468,-0.454844006,0.404769933,0.521211096,Heatwave,High,High,High,Low
0.125460784,-1.372460943,-0.349811329,-1.674652488,0.872668342,Flood,Medium,Medium,Medium,Medium
0.728960014,-0.399441328,1.068129804,-1.682325633,-0.533160642,Flood,Low,High,High,Medium
0.796015484,0.003187478,1.540776848,1.498193162,0.872668342,Flood,Low,High,High,Low
0.192516254,-1.070489339,-1.032523727,1.152901616,0.521211096,Flood,Medium,Low,Low,High
0.594849074,0.405816284,-1.470159879,1.455990862,0.521211096,Drought,High,Medium,Medium,Medium
-0.813315795,-0.298784127,1.40073328,-0.389400623,-1.236075135,Heatwave,Medium,Low,Medium,Medium
1.667736594,1.479493101,0.542966421,0.120863551,-0.533160642,Heatwave,Medium,Medium,Low,High
-0.276872036,-1.305356142,1.08563525,0.44313566,-0.181703396,Heatwave,High,High,High,Low
1.265403774,1.009759494,-0.804952928,0.009602942,-1.587532381,Storm,Low,Medium,High,Medium
0.661904544,-0.701412933,1.663314971,-0.773057896,0.16975385,Drought,High,High,Medium,Medium
-0.343927506,-1.238251341,0.560471867,0.865158661,0.16975385,Storm,Low,High,Medium,Medium
0.259571724,-0.701412933,-0.612393021,-0.400910341,0.872668342,Heatwave,Low,Low,Medium,High
-0.276872036,-1.036936938,-0.594887574,-1.455967842,0.16975385,Flood,High,High,High,High
-1.349759555,-1.573775346,1.453249618,-0.842116205,-0.181703396,Storm,High,Low,High,High
-0.008650156,0.909102292,-0.489854898,-1.237283196,1.224125588,Drought,High,High,Medium,High
-1.483870495,-0.701412933,1.295700603,1.080006734,-0.181703396,Flood,Medium,Medium,High,Low
0.259571724,0.10384468,0.122835715,-0.63877785,-1.236075135,Storm,High,High,Medium,Medium
1.466570184,1.278178698,-0.43733856,-0.285813159,0.16975385,Storm,Low,High,High,Medium
